Id	norm.dF4Ur1	norm.dF4Ur2	norm.dF4Ur3	norm.dF4Mr1	norm.dF4Mr2	norm.dF4Mr3	norm.dF4M40r1	norm.dF4M40r2	norm.dF4M40r3
Map2k6	49	67	38	14	25	15	10	25	6
Map3k15	57	42	55	35	27	18	20	35	20
Map3k19	37	44	46	8	6	4	1	25	0
Map3k20	87	192	219	227	320	303	299	404	408
Map3k5	1373	1392	1146	711	811	602	552	757	514
Map3k9	1183	588	676	323	240	211	223	207	93
Map4k2	6466	3370	2724	1169	1094	701	857	631	390
Mapk11	323	218	86	54	97	31	25	45	5
Mapk6	327	559	562	1136	1283	1587	1234	1206	2059
Mapkapk3	498	312	279	906	679	786	966	883	663
Mapre2	390	401	417	254	307	362	165	101	196
Marcks	1215	981	768	2023	1794	1143	2940	2704	2002
Marcksl1	1040	759	486	1413	1208	1003	1961	1402	1164
Mars	1121	776	536	1376	1080	821	1697	1392	983
Mbd4	327	464	560	136	177	192	75	111	106
Mbnl2	416	594	809	413	487	656	236	202	399
Mcam	1	4	3	3	6	6	2	25	0
Mcf2l	8	3	8	3	7	8	8	25	9
Mdfic	272	504	481	737	864	1008	790	1357	1410
Mdn1	2602	5648	4486	12197	11878	11156	14165	12646	15175
Mecr	232	178	145	308	332	212	405	414	242
Mettl1	261	241	181	667	524	396	945	661	704
Mettl13	211	249	182	499	450	289	632	545	446
Mettl2	217	239	190	392	394	351	474	343	438
Mettl22	170	86	90	167	157	152	200	101	180
Mettl7a1	34	33	30	2	2	14	0	0	3
Mex3b	129	87	57	27	28	25	13	15	3
Mfsd12	617	253	166	887	578	381	897	530	307
Mfsd2a	17	7	5	89	31	52	152	61	83
Mfsd5	406	157	149	389	291	239	506	414	252
Mfsd6	267	286	296	115	142	173	66	50	63
Mfsd7b	126	174	143	246	255	242	290	242	355
Mgrn1	2050	1183	1204	882	742	675	656	409	386
Mgst2	92	127	176	26	40	70	15	5	31
Mif	254	139	77	454	476	257	637	298	321
Milr1	139	155	215	35	59	59	18	35	32
Mir155hg	58	110	124	295	378	549	544	903	1339
Mir1932	1	2	0	1	0	4	1	0	1
Mir342	3	10	9	4	5	4	0	0	0
Mirt1	451	238	535	72	62	72	66	91	120
Mkl1	1686	776	915	420	328	326	372	257	231
Mllt3	199	262	399	178	183	258	88	126	124
Mmp11	82	33	16	11	12	4	9	0	4
Mmp14	24	30	44	71	75	110	41	30	54
Mob3a	1712	1019	944	532	548	427	620	459	413
Mogs	1227	567	358	1384	1053	675	1745	1438	699
Mpzl2	9	7	37	4	3	7	5	20	8
Mr1	67	63	58	24	29	45	17	10	8
Mreg	274	163	349	2090	1289	1962	4477	3183	5144
Mrm3	119	77	51	156	124	107	168	172	123
Mrpl11	267	111	106	223	170	164	304	328	235
Mrpl12	525	196	104	537	413	213	756	721	341
Mrpl15	386	300	366	526	485	496	651	479	638
Mrpl16	170	115	121	147	132	147	175	131	171
Mrpl17	483	285	265	520	502	506	689	701	583
Mrpl19	250	254	209	450	391	351	537	424	484
Mrpl20	285	96	119	262	144	197	337	182	266
Mrpl21	181	108	95	186	153	143	235	222	141
Mrpl23-ps1	114	27	53	86	47	53	124	66	63
Mrpl38	537	204	226	486	308	352	629	383	374
Mrpl46	159	70	88	135	118	114	166	106	114
Mrps18b	118	168	141	258	281	249	311	293	335
Mrps2	281	198	285	366	322	417	475	303	451
Mrps28	139	45	29	138	66	55	211	131	64
Mrps6	67	36	48	101	76	101	150	111	134
Mrrf	87	83	83	139	176	149	164	161	178
Mrto4	148	155	88	351	371	233	477	711	276
Mrvi1	13	13	20	6	7	7	8	20	18
Ms4a1	3448	7124	6363	2093	3245	2725	1908	1811	2854
Ms4a4b	7	19	28	22	56	79	70	136	317
Ms4a6b	654	786	1042	253	334	350	145	187	217
Ms4a6c	178	212	252	155	283	306	268	232	565
Msh5	105	130	106	22	46	35	20	71	22
Msrb2	32	17	17	11	14	6	4	20	1
Msto1	386	221	161	383	282	256	478	358	345
Mta3	738	549	568	352	265	317	279	212	185
Mtap	141	203	180	335	332	345	406	237	433
Mtfp1	47	18	4	38	26	21	54	35	20
Mthfd1	454	498	341	1212	958	767	1614	1105	1056
Mthfd2	214	210	176	388	363	338	543	353	523
Mtl5	8	1	0	4	6	3	8	25	8
Mtss1	1658	1675	1554	647	867	680	516	333	492
Mturn	194	193	137	56	76	69	23	15	12
Muc3a	16	16	22	2	6	8	3	0	4
Mxd4	1515	845	683	277	243	170	86	35	42
Mxi1	183	166	243	83	94	149	57	40	88
Myadm	205	218	334	52	74	90	49	5	65
Myb	82	201	452	351	661	1208	380	636	1348
Mybbp1a	2806	2169	1780	5875	4412	3616	7678	6411	5273
Mybl2	55	49	62	66	46	58	117	197	137
Myc	536	391	585	2225	1622	2155	3213	2038	3206
Mydgf	358	159	127	341	255	176	426	338	174
Myh9	14340	9364	10324	8048	6291	6132	6780	5700	4616
Myl12b	1127	590	635	232	256	246	143	40	127
Myl4	47	17	20	5	3	4	5	0	4
Mylip	943	611	721	121	111	128	76	66	55
Myo10	73	87	86	128	108	139	173	313	248
Myo18a	1570	1076	970	638	494	458	482	358	309
Myo19	187	180	174	417	298	343	526	419	454
Myo1f	25	60	106	12	50	87	11	20	33
Myo1h	13	5	12	8	7	6	15	0	12
Myo5c	17	13	9	8	7	0	1	15	1
Myof	68	82	147	718	719	1083	509	288	787
Mypopos	149	211	201	65	91	83	65	45	50
Naaa	219	129	86	36	45	34	47	25	29
Naf1	96	104	87	261	246	216	285	232	317
Naip5	77	102	139	27	50	86	17	55	45
Nampt	220	361	914	1046	1018	1827	1449	1130	2795
Narf	270	293	301	76	90	124	24	61	52
Nat10	597	740	591	1681	1495	1370	1921	1599	1594
Nav2	48	72	84	13	16	21	18	131	49
Nbn	156	191	217	441	416	657	541	333	937
Ncl	1925	4122	6422	10861	9559	17500	13618	17796	29226
Ncs1	10	9	11	41	30	20	56	61	36
Ndrg4	28	9	18	208	72	122	251	156	164
Ndst1	667	658	584	446	397	330	375	217	295
Ndufa1	123	57	69	88	74	100	114	66	88
Ndufa12	125	66	94	158	126	149	202	141	137
Ndufa4	350	173	201	289	250	303	315	232	314
Ndufa5	127	55	66	119	76	126	136	166	134
Ndufaf4	86	137	127	222	291	337	299	242	436
Ndufaf8	201	38	38	131	77	66	193	131	70
Ndufs6	122	61	51	101	130	77	106	136	60
Ndufv2	456	259	355	412	395	534	543	439	668
Neat1	2604	3205	3488	3123	3165	3979	1983	2083	2037
Nebl	6	3	12	1	0	0	2	66	3
Nectin1	644	242	399	1063	657	965	1708	1120	1215
Nedd4	35	73	128	15	55	97	25	101	130
Nedd4l	418	313	333	191	157	174	200	146	222
Nedd9	1279	1687	1654	1017	1096	1283	703	363	708
Nefh	1	1	1	16	14	31	27	25	14
Neil1	750	352	259	191	165	122	114	101	46
Nek6	26	7	38	95	39	110	148	126	194
Nemp2	417	760	694	290	377	302	209	156	203
Neo1	8	3	11	5	9	3	6	10	4
Neto2	9	35	45	43	80	110	58	91	179
Neurl3	4177	1385	1385	552	372	282	256	252	138
Nfam1	180	196	160	26	46	87	14	25	32
Nfia	24	47	67	10	12	38	4	66	23
Nfkb2	4625	2413	1926	4668	3642	2473	7773	6139	3877
Nfkbia	2139	1137	1246	1799	1474	1355	3361	2487	2632
Nfkbie	1761	1029	1186	3458	2675	2773	4914	4807	3935
Ngfr	37	16	7	2	2	0	0	5	0
Nhlrc1	2	1	0	11	9	1	11	30	18
Nhp2	494	163	185	744	483	538	1167	575	849
Nhsl1	13	13	15	14	15	25	16	61	35
Nid1	99	89	156	39	24	59	74	55	130
Nif3l1	118	86	91	161	125	115	179	151	225
Nifk	214	213	306	619	471	757	709	620	1043
Nip7	256	265	153	468	494	326	575	741	391
Nipal3	1047	721	669	407	429	319	353	212	160
Nle1	452	197	153	558	410	284	808	515	355
Nlgn2	18	2	9	32	20	17	46	10	19
Nlrc3	485	359	298	154	116	114	78	86	43
Nlrc4	339	517	527	205	193	220	154	116	115
Nme1	252	155	123	465	384	286	617	459	451
Noa1	279	188	140	306	265	192	392	716	328
Nob1	432	276	244	479	428	345	617	681	455
Noc2l	1431	1008	853	2490	2034	1720	3574	3743	2525
Noc3l	160	375	323	612	662	750	684	620	994
Noc4l	471	234	244	673	470	449	711	348	483
Noct	85	93	116	318	280	289	419	409	418
Nod1	163	57	58	23	20	22	8	10	9
Nol10	190	349	277	691	742	802	860	1054	1045
Nol6	1139	821	679	1950	1552	1174	2412	1740	1579
Nol9	634	595	521	1191	1120	878	1330	1518	1112
Nolc1	490	494	650	1631	1227	1577	1965	1256	2316
Nomo1	797	655	529	1459	1108	882	1837	1377	1259
Nop10	346	179	158	375	394	333	452	282	394
Nop16	255	182	125	410	306	223	550	464	377
Nop2	660	466	372	1406	1102	986	1952	2023	1374
Nop56	821	689	574	1621	1376	1281	2256	1977	1870
Nop58	353	782	796	1783	1709	2317	2290	2472	3909
Notch2	6799	5134	5265	1998	1704	1456	1932	1291	1296
Nox1	7	10	13	6	8	6	6	5	3
Noxred1	75	54	82	18	32	32	21	5	23
Npm1	494	1356	1039	1376	2634	2415	1780	3728	4287
Npm3-ps1	93	30	34	87	39	51	123	156	74
Npr2	4	4	3	4	4	10	6	15	3
Nqo2	19	44	49	17	18	24	7	10	9
Nr2c2ap	301	140	84	262	247	170	333	777	167
Nr3c1	913	1577	1650	863	1113	1164	590	484	832
Nr4a1	991	534	551	2497	1428	1740	966	383	456
Nr4a2	16	7	18	52	28	72	25	25	26
Nr4a3	132	81	211	684	461	1031	320	192	567
Nr6a1	50	68	61	166	168	177	171	187	179
Nrgn	163	6	34	175	69	201	132	50	112
Nrm	627	264	222	71	60	34	53	40	23
Nrxn1	1	0	0	0	0	0	0	55	0
Nsd3	1620	2184	2881	1325	1505	2046	1097	943	1687
Nsun2	749	987	887	2072	2013	1862	2564	2441	2677
Nsun5	322	215	137	422	377	206	505	661	316
Nt5dc2	13	11	1	19	19	14	20	10	10
Ntmt1	274	127	110	272	228	153	340	303	143
Ntn1	1	2	1	4	1	3	8	30	4
Nuak2	1056	612	359	312	270	122	252	272	102
Nucb2	124	106	269	104	58	157	70	55	93
Nudc	246	152	280	338	312	494	440	414	617
Nudc-ps1	59	35	63	88	88	124	135	96	198
Nudcd2	47	87	84	106	128	117	139	192	155
Nudt7	90	128	91	56	50	52	31	55	36
Nudt9	384	163	210	373	220	340	493	343	456
Nufip1	176	195	242	349	335	357	353	288	511
Nuggc	12	14	9	11	5	7	3	30	0
Nup43	85	111	81	142	157	192	173	172	227
Nup62	714	483	326	784	669	483	925	515	557
Nxpe3	559	568	454	285	339	215	232	262	133
Nyx	2	6	5	30	30	58	8	30	37
Oaf	16	7	17	26	30	28	63	172	54
Oas1c	108	80	128	35	30	53	24	10	26
Odc1	225	438	222	806	1477	661	1062	2023	981
Olfml3	43	52	32	28	30	21	29	55	13
Olfr754-ps1	71	80	152	35	33	32	28	20	51
Omg	2	4	4	2	3	7	1	0	0
Opa3	519	291	273	550	412	434	618	409	422
Orai1	569	195	176	761	513	461	774	827	433
Orai2	788	696	568	288	343	270	191	156	144
Osbpl1a	35	36	42	80	70	84	75	111	119
P3h1	95	49	46	112	65	62	132	116	60
Pa2g4	896	651	923	2173	1395	2082	2956	2305	3532
Pabpc4	362	473	261	663	1020	482	839	1140	615
Padi2	65	24	32	7	9	11	11	15	9
Pag1	2020	2583	2115	1302	1598	1201	896	752	662
Papss2	4	5	9	4	3	8	8	5	28
Paqr8	37	42	54	22	14	13	12	25	8
Pard6g	65	57	65	121	135	105	146	207	153
Park7	722	240	238	485	317	267	709	575	372
Parp16	62	25	21	15	7	10	9	0	3
Parp8	586	633	849	1117	1024	1415	678	424	735
Pax5	5839	6569	7212	2493	2824	3280	2769	2381	3790
Pbdc1	158	220	333	465	483	779	635	620	1187
Pbx1	44	66	75	17	23	29	9	15	18
Pcgf2	2	6	7	9	17	20	19	10	22
Pcgf6	151	183	139	273	305	263	331	444	318
Pcmtd2	427	783	749	219	358	354	164	177	280
Pcna	208	336	235	390	677	445	369	444	459
Pcsk4	32	12	9	56	39	27	77	96	41
Pdcd11	854	1047	775	2053	1884	1449	2242	1997	1720
Pdcd1lg2	39	25	50	70	39	74	69	30	101
Pdcd5-ps	61	21	24	63	39	69	74	66	86
Pde2a	112	139	125	15	28	14	11	15	15
Pde3b	1737	1345	1555	696	744	629	374	757	381
Pde4b	1454	1406	1600	610	591	633	464	338	492
Pdk1	338	498	384	195	257	187	171	262	139
Pdk2	218	84	119	39	23	31	30	25	17
Pdlim3	23	23	15	1	4	1	0	5	1
Pdxk	265	171	127	465	320	263	504	252	239
Pdzd2	377	660	789	252	309	456	60	71	97
Pea15a	371	168	173	275	221	369	315	257	417
Pecam1	1901	1850	2255	307	357	364	111	76	151
Pecr	32	23	21	57	60	35	70	126	42
Peg13	662	480	389	299	222	159	198	96	88
Peli1	748	962	1028	508	657	699	306	237	431
Pelp1	466	337	349	744	598	445	934	631	688
Pepd	376	272	181	509	409	242	559	772	272
Pes1	565	558	379	868	953	594	993	999	698
Pfas	757	794	654	2051	1701	1212	2420	2260	1532
Pfdn6	285	95	103	246	132	128	312	192	197
Pfkp	890	1085	1042	2849	2676	2827	2795	2270	2841
Pgam1	22	33	18	31	40	20	36	55	28
Pgap1	462	1539	892	208	488	285	108	146	121
Pgf	1	0	3	4	1	6	8	45	35
Pglyrp1	94	66	48	7	34	13	5	0	20
Pglyrp2	77	41	37	6	4	4	13	20	3
Phb	168	98	58	225	177	119	336	348	174
Phb2	1925	758	749	1926	1195	1247	2473	1332	1453
Phka1	362	414	376	210	226	187	164	151	118
Phlda3	22	15	4	45	54	10	98	141	23
Phldb1	29	13	24	97	28	62	96	86	77
Phxr2	1	5	4	0	0	0	0	0	0
Phxr4	102	79	181	36	20	41	16	5	23
Phyh	272	173	243	98	87	142	86	20	72
Pigw	67	117	100	164	186	192	183	358	330
Pik3c2b	3514	2683	2667	867	712	580	558	242	341
Pik3cg	852	971	1089	223	293	254	82	96	78
Pim1	1175	476	433	1102	804	564	1747	1352	1158
Pinx1	114	63	100	177	110	229	239	166	314
Pip4k2a	674	643	774	517	444	469	322	242	285
Pip5k1b	166	94	125	65	51	70	34	20	19
Pirb	148	151	152	28	61	62	26	5	65
Pitpnc1	252	299	247	83	108	107	59	126	41
Pitrm1	430	575	570	1032	942	1156	1314	817	1456
Pkib	217	298	628	239	243	472	227	172	428
Pkp4	88	105	95	205	164	220	236	131	230
Pla2g12a	129	66	78	128	115	74	150	126	93
Pla2g16	226	97	137	50	55	51	46	66	41
Plac8	1852	656	1160	795	728	949	171	298	173
Platr23	1	0	0	1	2	0	2	0	0
Plau	117	30	116	1160	398	946	719	207	475
Plbd1	201	117	120	73	80	63	73	25	68
Plbd2	1200	517	663	1813	1161	1050	2504	1680	1518
Plcxd1	28	9	8	37	30	17	13	5	4
Pld4	1734	951	1067	276	202	195	203	96	101
Plek	1133	2730	2226	5207	6576	6584	7042	6603	10141
Plekha2	3008	3005	3821	2151	1891	2271	1744	1190	1779
Plekha4	23	7	17	6	2	11	5	30	4
Plekha6	29	22	33	10	6	10	4	45	0
Plekhg3	249	191	169	47	45	55	57	91	42
Plekhm1	3602	1927	1586	890	835	616	391	404	233
Plekhm3	1930	2065	2132	1303	1323	1432	982	580	764
Plgrkt	332	267	351	117	123	187	89	81	107
Plk2	190	118	133	240	199	278	113	91	58
Plk3	490	259	257	1404	788	861	1131	434	564
Plpp1	17	12	9	19	23	17	58	86	58
Plpp3	74	34	37	16	6	4	8	10	4
Plscr1	36	23	36	61	79	90	121	217	156
Pltp	127	56	28	25	25	7	11	20	0
Plxna1	78	70	81	141	152	133	325	434	227
Plxnd1	305	127	273	862	313	635	1865	777	1643
Pmaip1	145	246	256	281	397	366	253	545	322
Pml	2380	1951	5364	741	795	2654	515	419	1670
Pno1	215	189	164	554	422	447	766	368	741
Pogk	171	315	300	923	1020	1010	1029	994	1131
Poldip2	459	262	235	441	342	317	574	530	452
Polr1b	387	587	391	1239	1309	871	1510	1206	1086
Polr2f	328	70	71	255	184	147	357	207	173
Polr2h	142	81	61	165	185	119	228	282	138
Polr3d	284	122	136	427	272	309	552	373	410
Polr3e	429	454	333	828	736	542	1010	918	741
Polr3gl	171	80	140	36	39	59	45	10	27
Pop1	120	148	156	334	317	272	430	318	420
Pou6f1	612	429	330	268	200	176	107	76	40
Ppa1	218	183	189	552	471	508	749	545	768
Ppan	960	398	374	1770	1062	982	2317	1074	1242
Ppargc1a	40	40	50	26	23	28	12	20	14
Ppat	131	251	276	526	562	586	610	585	778
Ppfibp2	241	205	263	478	355	597	811	509	958
Ppia	220	257	231	347	424	364	373	721	497
Ppie	336	166	127	295	280	153	357	247	230
Ppl	32	32	25	14	9	7	3	35	3
Ppm1e	168	241	255	111	161	160	55	131	79
Ppp1r14b	153	87	38	200	189	77	298	267	101
Ppp1r15a	392	184	217	385	304	381	415	333	429
Ppp1r3e	89	52	36	130	124	80	154	262	82
Ppp3ca	1915	2027	2328	859	915	1046	748	747	808
Ppp3cc	530	418	388	236	221	205	238	277	175
Ppp6r2	537	379	334	257	236	218	181	177	148
Pprc1	973	987	952	2542	2206	2206	3186	2537	2658
Pqlc1	543	328	213	587	614	249	1096	3052	533
Pqlc3	135	133	207	70	72	166	54	40	86
Prcp	925	899	636	377	464	315	342	257	217
Prdm9	113	191	207	78	99	112	61	61	100
Prex1	2062	1043	1050	663	442	392	456	348	217
Prg2	12	15	3	9	15	8	25	136	8
Prkar2b	18	25	79	20	12	67	10	61	73
Prkcb	2541	2786	2658	1457	1570	1532	1349	847	1218
Prkcg	19	32	18	5	11	14	4	20	1
Prkd2	3292	1905	1782	774	877	746	592	444	450
Prmt1	1009	438	396	1162	857	625	1703	1105	852
Prmt3	429	588	425	1050	962	907	1386	1947	1206
Prmt5	581	372	507	1064	868	956	1449	1821	1439
Prmt7	471	309	195	814	673	470	1005	772	589
Prodh	29	20	26	80	55	32	82	96	35
Prpf31	688	434	409	879	672	743	1057	540	854
Prpf40b	286	174	153	397	241	265	465	368	259
Prr5	543	240	186	154	98	88	157	101	77
Prss12	34	37	3	1	2	3	0	10	0
Prss23	1	3	1	5	16	28	4	0	5
Prx	3	4	7	2	2	3	4	10	3
Psat1	179	183	168	408	483	331	525	671	493
Psd3	199	337	304	104	98	139	74	121	107
Psma6	619	479	420	708	782	659	902	787	875
Psmb2	604	254	346	591	356	462	779	293	630
Psmc5	662	338	302	802	513	521	1004	666	699
Psmd7	438	236	376	576	402	566	693	434	873
Psme2	164	199	140	255	369	159	345	509	181
Psme3	1062	1085	1254	2615	2237	2558	3067	2134	3219
Psmg1	129	85	74	182	145	146	264	182	185
Psmg2	134	123	83	239	220	176	301	151	268
Psrc1	38	62	46	67	106	63	123	192	92
Pstpip1	1026	417	430	210	187	136	170	141	75
Ptafr	30	9	42	35	14	80	91	25	141
Ptger2	9	4	3	4	11	4	16	15	4
Ptges	14	4	3	33	29	11	39	25	3
Ptk2b	5149	3417	3928	3579	2557	3346	2296	1130	1683
Ptk6	0	2	0	0	0	1	0	20	1
Ptpmt1	119	67	66	132	105	132	167	232	151
Ptpn14	468	456	412	149	128	131	121	106	64
Ptpn7	427	255	325	273	194	254	172	146	160
Ptpre	180	242	267	112	102	150	63	61	64
Ptprj	1472	2124	1761	900	1035	859	501	469	406
Ptrh1	50	21	17	61	54	17	85	66	20
Pus1	306	201	116	554	394	250	748	1044	397
Pus7	217	341	263	749	768	630	953	752	949
Pusl1	153	68	45	184	167	95	274	182	133
Pvt1	78	155	100	388	402	305	498	499	484
Pwp2	579	431	279	1148	987	601	1417	1110	792
Pwwp2b	14	2	7	27	13	22	16	30	17
Pxk	2074	2222	2067	788	1020	944	559	358	524
Pxmp4	155	89	110	35	41	72	33	61	42
Pycr1	31	30	12	62	91	41	92	156	77
Pygl	7	84	73	6	51	65	5	86	75
Qrfp	148	33	28	9	8	3	1	10	1
Qtrt1	146	114	61	210	205	147	248	293	187
Qtrtd1	183	343	275	641	701	542	716	858	764
Rab26os	28	14	16	40	29	27	60	10	37
Rab39b	17	16	28	42	41	65	55	146	170
Rab3a	93	32	41	14	7	11	7	5	1
Rab3b	54	24	33	61	68	161	18	20	24
Rabgef1	205	238	193	404	502	410	309	298	295
Rad51c	39	47	40	32	36	44	22	25	17
Rag1	6	14	48	0	2	13	0	25	5
Ralgps1	301	315	338	276	276	289	183	136	162
Ralgps2	1923	2886	2453	805	967	838	507	459	414
Ran	386	513	256	810	1106	652	1050	1831	796
Ranbp1	558	307	441	946	698	1177	1297	1670	1628
Rangap1	826	586	450	1207	996	730	1530	1554	902
Rangrf	5	9	4	11	30	13	23	66	20
Rap1gap2	68	52	49	29	27	32	29	76	40
Rapgef2	280	334	334	254	254	268	207	242	202
Rapgef4	134	81	132	20	13	21	10	30	6
Rasa3	3606	2074	2217	372	343	371	143	156	138
Rasal1	502	328	285	876	729	479	511	267	215
Rasal2	128	128	173	231	201	218	254	328	270
Rasd1	171	61	77	425	334	329	147	20	50
Rasgef1a	12	6	13	12	11	8	6	20	0
Rasgef1b	621	789	676	2662	2635	2921	2587	1881	2525
Rasgrf2	11	19	17	5	6	10	4	40	4
Rasgrp1	916	1286	1447	391	497	435	287	414	364
Rasgrp2	4762	2596	2625	195	244	191	51	86	28
Rasgrp3	3223	4126	5534	2123	1986	2506	2596	1140	2643
Rasl10a	34	4	8	0	2	3	1	0	0
Rassf2	3086	3115	2930	1336	1496	1165	1175	671	757
Rassf3	1217	982	751	507	484	313	308	414	197
Rassf4	1353	2225	1974	701	1005	781	455	600	525
Rassf5	860	693	779	390	331	324	255	96	143
Rbl2	687	822	887	392	433	468	268	222	303
Rbm19	723	500	462	1343	911	778	1608	1190	998
Rbm43	186	221	223	91	102	119	77	136	83
Rbm47	32	34	86	226	147	323	263	187	355
Rbm8a	222	190	205	310	280	329	381	484	449
Rbpms2	2	0	4	6	5	10	6	20	4
Rcc1	273	180	135	567	420	306	809	676	486
Rcl1	343	238	180	595	471	352	815	509	520
Rcn1	82	84	78	208	158	180	230	217	266
Rcsd1	4743	3630	3660	1252	1261	1290	1074	696	1061
Rdh12	222	148	151	28	38	42	22	15	28
Reep6	9	5	24	24	15	27	25	15	41
Rell1	180	205	191	161	125	302	117	66	118
Rell2	104	31	42	132	55	49	139	76	61
Reln	28	47	95	7	10	21	5	25	17
Renbp	244	75	92	449	315	352	425	237	227
Rere	2351	2148	2783	1285	1137	1733	1059	656	1146
Ret	1	1	3	0	0	1	0	15	0
Rexo2	261	311	290	385	380	371	479	449	529
Rflnb	73	86	45	3	17	10	3	10	9
Rftn1	3671	1989	1785	5945	3837	3376	6861	3965	4101
Rftn2	81	72	67	48	50	74	47	55	27
Rgcc	8	3	8	25	19	4	13	0	13
Rgl1	311	424	376	512	704	506	167	262	114
Rgs1	19	31	94	212	265	555	193	161	560
Rgs14	960	369	226	100	99	55	41	35	15
Rgs18	12	18	24	17	6	8	12	5	14
Rhbdf2	1207	656	553	279	265	208	238	227	112
Rhoh	3406	2606	2685	948	971	739	594	515	454
Rilpl2	589	308	247	1788	1588	1074	1744	1503	838
Rin3	837	575	590	197	193	213	99	66	95
Rnase6	555	379	396	69	93	84	36	35	28
Rnasel	165	240	354	118	120	194	64	141	105
Rnf141	196	348	382	146	214	227	134	187	183
Rnf144a	448	389	363	74	88	63	13	61	19
Rnf145	1873	1553	1257	1117	945	817	1100	1488	690
Rnf150	89	256	116	314	464	181	186	232	101
Rnf225	21	25	17	57	55	28	74	96	35
Rnf41	1074	868	788	775	654	573	513	303	335
Rnu2-10	4	5	4	11	10	1	9	5	10
Rnu3b2	9	9	3	11	15	7	8	10	0
Rpl10	205	253	181	376	388	277	457	267	440
Rpl10a	703	339	209	1096	780	517	1521	2028	725
Rpl12	543	306	224	710	575	402	955	1276	434
Rpl15	123	178	121	195	254	188	235	555	281
Rpl23a	17	16	17	36	42	42	49	50	49
Rpl27	133	88	54	176	135	97	260	151	161
Rpl27a	358	251	186	381	310	230	517	535	337
Rpl28	168	89	49	200	202	119	259	247	179
Rpl3	839	772	547	1119	1257	993	1579	2441	1434
Rpn2	1423	923	881	1698	1409	1261	2019	928	1343
Rpp14	162	132	133	316	278	253	375	353	328
Rpp38	43	28	22	81	60	63	97	45	123
Rpp40	67	83	59	141	138	126	162	141	169
Rps12	159	168	152	400	370	337	510	479	488
Rps27l	183	146	111	222	404	197	330	348	293
Rps6	102	58	36	109	107	60	130	373	83
Rps6ka5	243	390	351	114	140	126	72	156	88
Rpusd2	129	109	90	151	168	129	207	151	221
Rragd	15	24	36	102	109	178	66	101	150
Rrh	7	52	34	74	77	77	82	76	97
Rrp12	485	494	325	1233	1115	723	1538	1498	994
Rrp15	109	152	162	405	309	424	479	393	489
Rrp1b	310	381	363	1016	851	821	1250	974	1197
Rrp7a	536	306	253	508	456	319	577	615	328
Rrp9	648	198	158	870	535	400	1279	923	565
Rrs1	257	179	152	598	465	375	745	938	551
Rsad1	120	148	137	271	291	258	397	469	362
Rsl1d1	401	504	541	1056	1040	1000	1279	1281	1701
Rtn1	14	6	4	3	0	1	3	10	0
Rtn4rl1	11	5	1	5	4	6	3	10	8
Rubcnl	1448	1064	862	531	575	396	375	424	280
Runx1	1341	1361	2091	1365	918	2025	1161	681	1645
Ruvbl2	829	305	194	989	592	397	1393	545	535
S100a6	104	37	26	7	19	18	8	25	14
S1pr1	2824	1280	1951	852	404	876	252	55	144
S1pr3	28	22	26	507	205	296	227	5	66
S1pr4	3290	762	551	208	195	100	79	45	27
Sac3d1	213	46	58	169	116	86	216	303	77
Samd11	7	3	8	17	24	17	53	76	40
Samd9l	1038	2599	5579	480	780	2520	233	71	1191
Samhd1	3031	4120	5747	969	1721	2300	580	631	1043
Samsn1	166	306	355	526	744	699	631	489	1157
Sapcd1	44	35	13	5	9	4	5	15	0
Sars	1377	822	677	1570	1335	1216	1641	1322	1351
Sash3	4161	1910	1869	863	825	732	915	610	734
Sbf2	235	377	590	675	694	1088	892	1130	1645
Sbk1	6738	2464	1918	1363	1009	887	639	373	235
Scarb2	482	458	562	322	395	376	174	121	167
Scimp	57	55	48	8	17	6	2	15	3
Scml4	1119	821	746	180	184	174	39	45	13
Scn4a	1183	1152	891	496	765	452	239	227	152
Scn4b	24	21	20	0	1	0	0	25	3
Scn8a	1	3	0	1	0	1	0	25	0
Sdc1	90	24	18	39	46	17	7	35	3
Sdccag8	223	209	276	159	120	170	124	146	137
Sec11c	922	779	733	389	442	417	355	288	357
Sec16b	18	11	9	3	4	1	3	15	4
Sec22c	89	105	84	26	49	32	32	40	13
Selenop	312	281	297	67	83	80	20	40	41
Sell	3646	4389	4711	338	696	542	77	131	120
Selp	24	41	5	6	20	4	3	20	6
Selplg	1168	402	623	175	187	278	141	86	157
Sema3g	3	4	7	0	2	0	0	40	0
Sema4a	80	80	103	23	52	69	54	96	87
Sema5a	808	891	684	393	558	315	312	298	202
Sema6b	37	5	3	5	7	1	3	55	3
Sema7a	592	342	297	1052	457	581	1731	948	941
Senp7	558	1011	1130	266	359	379	174	509	263
Serf1	7	4	12	14	11	29	20	5	26
Serinc5	446	958	800	146	290	237	170	434	229
Serpina3g	430	309	417	29	46	79	52	30	68
Serpinb1a	632	574	346	591	768	670	384	227	286
Serpinb6b	44	19	51	63	44	81	93	30	169
Serpinf1	17	6	18	44	25	41	40	20	24
Serpini1	59	110	197	33	41	88	26	10	64
Sesn1	569	989	502	245	404	191	197	242	125
Sesn2	220	98	86	184	190	161	306	308	289
Sesn3	1317	2020	2368	1068	1157	1233	680	444	723
Setbp1	1292	1153	1027	874	731	595	680	378	396
Sfxn1	377	420	391	815	682	740	1096	706	1163
Sfxn3	1131	642	689	567	529	483	333	136	181
